d_donor_A,d_acceptor_A
1.033564342574724071e+00,1.643199587849294874e+00
1.034870541888577522e+00,1.641971027936016458e+00
1.036186773884657297e+00,1.640737468333609783e+00
1.037510993314408214e+00,1.639500556410302012e+00
1.038842991191868625e+00,1.638260364977771832e+00
1.040183450983971358e+00,1.637016409097138414e+00
1.041532144032362162e+00,1.635768918429231000e+00
1.042888052731025361e+00,1.634518645344084087e+00
1.044251466340399670e+00,1.633265143857073998e+00
1.045622238600123710e+00,1.632008349522461543e+00
1.047000182237971089e+00,1.630748500243299315e+00
1.048384634707383301e+00,1.629486239306712436e+00
1.049774083262267732e+00,1.628223004703723165e+00
1.051170082509054637e+00,1.626957450166732100e+00
1.052572139656570593e+00,1.625689855948309948e+00
1.053979349243383323e+00,1.624420985570439457e+00
1.055391693665954866e+00,1.623150841809565037e+00
1.056808700132419121e+00,1.621879850266477741e+00
1.058229590524897512e+00,1.620608749591494924e+00
1.059653678694993939e+00,1.619337933187750656e+00
1.061081918091405507e+00,1.618066584140461561e+00
1.062512472372906691e+00,1.616796336290039493e+00
1.063945963105493497e+00,1.615526742219385969e+00
1.065382724735312925e+00,1.614257345086136830e+00
1.066822635446220913e+00,1.612988236440454859e+00
1.068265085539601644e+00,1.611719922528262572e+00
1.069709855079025607e+00,1.610452542461497494e+00
1.071155747313267792e+00,1.609187206272383319e+00
1.072602403932731763e+00,1.607924164982202697e+00
1.074050595408740705e+00,1.606662682693551725e+00
1.075499767785511596e+00,1.605403058504727420e+00
1.076950170908171911e+00,1.604145184216530851e+00
1.078401331507837790e+00,1.602889483458974640e+00
1.079853459103050639e+00,1.601635724604182576e+00
1.081306821297286724e+00,1.600383579477109075e+00
1.082761201814855134e+00,1.599133142251320194e+00
1.084215386059262487e+00,1.597885464766117813e+00
1.085670176442153467e+00,1.596639646859412176e+00
1.087125790668301395e+00,1.595395604663630174e+00
1.088581289522862594e+00,1.594154282701996328e+00
1.090036945740092467e+00,1.592915273998602110e+00
1.091492659239688745e+00,1.591678380580604069e+00
1.092948362569442944e+00,1.590443836740784045e+00
1.094403227707527515e+00,1.589212466174672711e+00
1.095857581832052619e+00,1.587984070768305944e+00
1.097310605087872037e+00,1.586759230707040169e+00
1.098762245893010636e+00,1.585538056892220604e+00
1.100212409305638683e+00,1.584320602044188897e+00
1.101660205628540501e+00,1.583107657757780506e+00
1.103105350842476851e+00,1.581899308113575264e+00
1.104547726165187926e+00,1.580695677665950649e+00
1.105986868829078373e+00,1.579497191718641336e+00
1.107423452589412216e+00,1.578303115326632478e+00
1.108857113651091408e+00,1.577113803599989428e+00
1.110286811530923679e+00,1.575930206333892691e+00
1.111714484530188063e+00,1.574750562859584146e+00
1.113138413136442129e+00,1.573576360949565212e+00
1.114558945505153664e+00,1.572407483703092135e+00
1.115976104983039008e+00,1.571243803551714224e+00
1.117389161804576370e+00,1.570085697393907687e+00
1.118798208725443111e+00,1.568932875995904697e+00
1.120203246153733012e+00,1.567785453048558653e+00
1.121603430369314314e+00,1.566644281663191807e+00
1.122998388815948267e+00,1.565509757213835451e+00
1.124388420843213332e+00,1.564381681181858497e+00
1.125773125997138413e+00,1.563260365369256943e+00
1.127152779171693320e+00,1.562145567765609089e+00
1.128527823516506601e+00,1.561036742111332698e+00
1.129898232848883799e+00,1.559933986830243535e+00
1.131263074757547837e+00,1.558837960262870359e+00
1.132622717334318851e+00,1.557748281407904223e+00
1.133976914989444973e+00,1.556665123242851889e+00
1.135325778631697924e+00,1.555588354656495254e+00
1.136669611054211382e+00,1.554517520130474395e+00
1.138008194545520047e+00,1.553452872049404965e+00
1.139341769427449691e+00,1.552394350168073922e+00
1.140669960131319716e+00,1.551342160039804297e+00
1.141992254821984965e+00,1.550296750101856524e+00
1.143308879800469802e+00,1.549257887249111842e+00
1.144620935237863346e+00,1.548224573379807012e+00
1.145926901751648685e+00,1.547198169850384941e+00
1.147226787616942190e+00,1.546178697847233163e+00
1.148520347437751665e+00,1.545166324548701953e+00
1.149807060743837317e+00,1.544161650873208558e+00
1.151087004970723138e+00,1.543164398959111505e+00
1.152360483878860364e+00,1.542174202005610395e+00
1.153626958396439139e+00,1.541191760284616574e+00
1.154886545131419195e+00,1.540217062902741629e+00
1.156139525710751625e+00,1.539249618558303112e+00
1.157385647258015293e+00,1.538289715034228733e+00
1.158625302165677828e+00,1.537336752431398113e+00
1.159858069261206825e+00,1.536390969704843013e+00
1.161083880669098622e+00,1.535452562111244257e+00
1.162302640757620020e+00,1.534521628319498454e+00
1.163514568005253658e+00,1.533597985454824952e+00
1.164718869996365758e+00,1.532682144277119685e+00
1.165916083144246107e+00,1.531773757184074602e+00
1.167106373642033734e+00,1.530872789301303216e+00
1.168288042434085794e+00,1.529980567904587252e+00
1.169461527756333163e+00,1.529096658963345012e+00
1.170625880187911472e+00,1.528222103287553590e+00
1.171781796013634303e+00,1.527356407452879372e+00
1.172929484725530713e+00,1.526499314923838613e+00
1.174067888464081388e+00,1.525651561370968023e+00
1.175196691429329476e+00,1.524813456256993494e+00
1.176316927398551648e+00,1.523983998137364404e+00
1.177428206956323553e+00,1.523163417115966700e+00
1.178530983237408902e+00,1.522351445107072765e+00
1.179625022648926214e+00,1.521548229195810675e+00
1.180710277597966762e+00,1.520753788514261462e+00
1.181786424757145015e+00,1.519968448978874065e+00
1.182853930923974284e+00,1.519191809335463050e+00
1.183912758402478227e+00,1.518424146560973798e+00
1.184963475282455381e+00,1.517664527397978080e+00
1.186006554730059559e+00,1.516912320925114743e+00
1.187041436526450111e+00,1.516168039580887639e+00
1.188068586567942564e+00,1.515431242248033383e+00
1.189088252681576030e+00,1.514701824408110742e+00
1.190099962273686085e+00,1.513980367247146130e+00
1.191104288636554598e+00,1.513266172962556944e+00
1.192101124727023675e+00,1.512559048244495497e+00
1.193089388261796557e+00,1.511859960233141065e+00
1.194069627090364571e+00,1.511168427988458296e+00
1.195042047857359790e+00,1.510484490806350832e+00
1.196005346001969505e+00,1.509809309689228218e+00
1.196960787947282556e+00,1.509141578631318259e+00
1.197907460935276891e+00,1.508482098595656851e+00
1.198844977707119064e+00,1.507831330991353580e+00
1.199772410211976448e+00,1.507190167260290536e+00
1.200689654110729698e+00,1.506558816567579617e+00
1.201596343607731932e+00,1.505937769035126550e+00
1.202493116554274932e+00,1.505326148061801872e+00
1.203379243716236946e+00,1.504724659743129189e+00
1.204254794405780649e+00,1.504133236564191067e+00
1.205120094771606754e+00,1.503551582116305019e+00
1.205975266040749005e+00,1.502979397990664490e+00
1.206820831867042143e+00,1.502416224598144723e+00
1.207656616200381006e+00,1.501862120757965213e+00
1.208482715875544677e+00,1.501316900290577738e+00
1.209298895027783427e+00,1.500780723819387763e+00
1.210106096609292692e+00,1.500252696718034517e+00
1.210903684869898189e+00,1.499733592765334134e+00
1.211691314380946460e+00,1.499223721244637764e+00
1.212469481436522889e+00,1.498722441387996929e+00
1.213237785725643114e+00,1.498230234297064145e+00
1.213996226262994416e+00,1.497746994553794231e+00
1.214746018747586920e+00,1.497271648757187101e+00
1.215486195579370765e+00,1.496805420835425560e+00
1.216216400937002007e+00,1.496348560020224427e+00
1.216937582429938880e+00,1.495899970190090134e+00
1.217648957982034652e+00,1.495460132440398437e+00
1.218351239442974521e+00,1.495028420426683047e+00
1.219044394271400877e+00,1.494604832258397797e+00
1.219728117533253053e+00,1.494189692188764296e+00
1.220402567637436153e+00,1.493782606007558522e+00
1.221067618064577198e+00,1.493383670782155503e+00
1.221722687245066163e+00,1.492993438227486758e+00
1.222368220685305484e+00,1.492611695551063544e+00
1.223003773816823569e+00,1.492239005403128704e+00
1.223629478960983619e+00,1.491875291492249955e+00
1.224245773287464090e+00,1.491519916490975151e+00
1.224851925169876177e+00,1.491173335747967288e+00
1.225448175408295093e+00,1.490835715495531621e+00
1.226033920580473335e+00,1.490507373091751298e+00
1.226609222120319087e+00,1.490188339964781505e+00
1.227173343650574733e+00,1.489879265143852605e+00
1.227726810825919168e+00,1.489579683431470958e+00
1.228269905071298629e+00,1.489289382272911189e+00
1.228802617915634166e+00,1.489008166675191314e+00
1.229325327341680651e+00,1.488735537460880831e+00
1.229837452587766222e+00,1.488472144510535999e+00
1.230338793211194215e+00,1.488218198912200085e+00
1.230829137718712607e+00,1.487973826697813973e+00
1.231308912686473578e+00,1.487738659581879341e+00
1.231778237387752162e+00,1.487512536242253658e+00
1.232236711051594824e+00,1.487295761055134946e+00
1.232683942985586256e+00,1.487088760414419175e+00
1.233120488914121626e+00,1.486890915446937411e+00
1.233546632668858889e+00,1.486701983921135728e+00
1.233962223947703274e+00,1.486522204236462752e+00
1.234366802352258041e+00,1.486351840968884730e+00
1.234760900024327590e+00,1.486190454319744836e+00
1.235144794853046735e+00,1.486037960042754902e+00
1.235518459319346229e+00,1.485894287962264082e+00
1.235881758932948271e+00,1.485759436166765646e+00
1.236234857928089070e+00,1.485633275645537932e+00
1.236578093962295455e+00,1.485515392994400052e+00
1.236909743363662217e+00,1.485407368692424290e+00
1.237230353810848227e+00,1.485308832067435691e+00
1.237541005863969090e+00,1.485218501519052214e+00
1.237841435801719348e+00,1.485136689737091453e+00
1.238131562736054958e+00,1.485063543837733979e+00
1.238412241865230357e+00,1.484998317027168335e+00
1.238682694357722713e+00,1.484941590686947421e+00
1.238942543639868665e+00,1.484893814064320194e+00
1.239192295412326450e+00,1.484854284992149553e+00
1.239431201958242523e+00,1.484823670024497222e+00
1.239660063064688345e+00,1.484801331787092948e+00
1.239878685623768684e+00,1.484787508928437028e+00
1.240086697934679183e+00,1.484782649540395072e+00
1.240284098015750791e+00,1.484786607777027978e+00
1.240471654339440288e+00,1.484798545667803449e+00
1.240647914281138631e+00,1.484819712804344327e+00
1.240813223483165029e+00,1.484850021805424580e+00
1.240968798715403887e+00,1.484888308967764026e+00
1.241112986676959462e+00,1.484935891202453062e+00
1.241245573049174489e+00,1.484993031549349363e+00
1.241367242430981843e+00,1.485059096307240756e+00
1.241478177350063827e+00,1.485134072242896952e+00
1.241577405942118739e+00,1.485218925808586166e+00
1.241665366634977730e+00,1.485313222493787721e+00
1.241741443650038468e+00,1.485417462903168007e+00
1.241805908371544476e+00,1.485531201169503435e+00
1.241859163933356047e+00,1.485654111916315356e+00
1.241900801047022052e+00,1.485786753094461732e+00
1.241931286046272787e+00,1.485928642205033290e+00
1.241951410783147747e+00,1.486078889464476971e+00
1.241960029984219060e+00,1.486238681690452257e+00
1.241958062168452059e+00,1.486407056632553569e+00
1.241945905978492304e+00,1.486583609333672618e+00
1.241922724125092081e+00,1.486769119869017608e+00
1.241888919529950286e+00,1.486963191150030950e+00
1.241843926363753070e+00,1.487166129020982996e+00
1.241787778882987858e+00,1.487378067089325073e+00
1.241721075732560964e+00,1.487598481210140600e+00
1.241644295786454633e+00,1.487826889036982125e+00
1.241557555023263371e+00,1.488063010287821397e+00
1.241460599858278613e+00,1.488306950866883360e+00
1.241353208400874708e+00,1.488559296181113600e+00
1.241235191414559624e+00,1.488820134819398788e+00
1.241107893452855437e+00,1.489088120475664967e+00
1.240970306230515519e+00,1.489364184648474199e+00
1.240822187296408252e+00,1.489648518072155925e+00
1.240663554745414565e+00,1.489941109286778032e+00
1.240494627989554122e+00,1.490241722610627928e+00
1.240315523093170835e+00,1.490550281828620482e+00
1.240126645849426890e+00,1.490866310008591489e+00
1.239926430204999042e+00,1.491191330198829768e+00
1.239714730962286016e+00,1.491525424815305145e+00
1.239491988464690220e+00,1.491868196069394248e+00
1.239257031917780250e+00,1.492220777898983997e+00
1.239009660975602056e+00,1.492583656767675793e+00
1.238750557896757254e+00,1.492956031172269160e+00
1.238479452077990262e+00,1.493338197914227727e+00
1.238195658397899690e+00,1.493730758068188003e+00
1.237899731440642359e+00,1.494133265912693131e+00
1.237590953010184514e+00,1.494546540392590162e+00
1.237269119207526247e+00,1.494970857025584632e+00
1.236935447892521411e+00,1.495404943115479890e+00
1.236589700842427586e+00,1.495848753306336265e+00
1.236232462686861933e+00,1.496301529842261058e+00
1.235864487814881008e+00,1.496762547033620994e+00
1.235485493922431566e+00,1.497232238635238577e+00
1.235095802361510842e+00,1.497710404090992542e+00
1.234696641969277753e+00,1.498195775886085546e+00
1.234287207741463277e+00,1.498688928827796696e+00
1.233867420949543492e+00,1.499189952714485852e+00
1.233437498346426464e+00,1.499698540681402070e+00
1.232997587129319728e+00,1.500214762672070989e+00
1.232547883569671709e+00,1.500738489345259774e+00
1.232088067546503796e+00,1.501269904587720916e+00
1.231617079653823721e+00,1.501810079394694686e+00
1.231134199175536681e+00,1.502359612445458792e+00
1.230640136916284710e+00,1.502917999463907472e+00
1.230134162454061153e+00,1.503485919965419360e+00
1.229616609406378736e+00,1.504063127265598654e+00
1.229087889016525992e+00,1.504649018123287219e+00
1.228547643642771803e+00,1.505243978646014558e+00
1.227995411259977354e+00,1.505848582295614912e+00
1.227431556714090544e+00,1.506462536533938357e+00
1.226856153021126383e+00,1.507085638063379918e+00
1.226268909826228271e+00,1.507718112792844956e+00
1.225671057584440948e+00,1.508358826573358069e+00
1.225062623115974914e+00,1.509007714529439603e+00
1.224443687698367755e+00,1.509664810291422743e+00
1.223814457292331292e+00,1.510330003968523904e+00
1.223175147130322493e+00,1.511003123887397104e+00
1.222526026674577881e+00,1.511683716764633756e+00
1.221866464189203416e+00,1.512372432947649781e+00
1.221195416692446134e+00,1.513070252298483132e+00
1.220513294035467045e+00,1.513776722108519213e+00
1.219820523360281017e+00,1.514491479307063626e+00
1.219116097562614742e+00,1.515215488615429651e+00
1.218399903134208540e+00,1.515948885715551642e+00
1.217671773333419027e+00,1.516691824466197547e+00
1.216932042443287898e+00,1.517444087920575724e+00
1.216180792968614144e+00,1.518205522701125076e+00
1.215417812182274959e+00,1.518976393933928248e+00
1.214642935655517286e+00,1.519756863414869485e+00
1.213857043485443876e+00,1.520546124259097409e+00
1.213059957054090088e+00,1.521344269798732274e+00
1.212252070561850026e+00,1.522150955760406710e+00
1.211433976399697743e+00,1.522965550737632068e+00
1.210605397687379847e+00,1.523788300154534481e+00
1.209766350540178781e+00,1.524619403063489420e+00
1.208916389835055449e+00,1.525459037644182114e+00
1.208056718611813185e+00,1.526306058644016694e+00
1.207186632077385857e+00,1.527161170834306247e+00
1.206306420523557188e+00,1.528024061851408932e+00
1.205416531827264048e+00,1.528894338284494170e+00
1.204516775629008052e+00,1.529772216982813182e+00
1.203607423593161974e+00,1.530657631849331013e+00
1.202687827279686372e+00,1.531551289035400165e+00
1.201758134177390414e+00,1.532453233003858273e+00
1.200818928793280005e+00,1.533362812784114126e+00
1.199869563471530842e+00,1.534280487263369297e+00
1.198908734930759667e+00,1.535207476043583874e+00
1.197936997590544950e+00,1.536143188765076717e+00
1.196954664114421307e+00,1.537087303703442487e+00
1.195961974118667781e+00,1.538039672866442720e+00
1.194959424778601731e+00,1.538999847347672256e+00
1.193947098873943569e+00,1.539967700547060003e+00
1.192925293211012816e+00,1.540943247127119387e+00
1.191893555397171456e+00,1.541926705444583101e+00
1.190852636016986432e+00,1.542917283816441998e+00
1.189801693257422244e+00,1.543915821991858506e+00
1.188741154327582095e+00,1.544921818464422225e+00
1.187670762140695224e+00,1.545935397205318251e+00
1.186590061258156359e+00,1.546957195976040200e+00
1.185499370838828836e+00,1.547987270502790835e+00
1.184399100003241445e+00,1.549025112886245559e+00
1.183289169913897210e+00,1.550070996791045319e+00
1.182169027199263089e+00,1.551125458149491987e+00
1.181038832588881649e+00,1.552188252378398303e+00
1.179897946214593540e+00,1.553259884857446815e+00
1.178746505861997917e+00,1.554340324772682358e+00
1.177584374905505049e+00,1.555429725604307256e+00
1.176411301034495205e+00,1.556528354530367197e+00
1.175228019887990971e+00,1.557635641441213137e+00
1.174034212596423377e+00,1.558751750274122605e+00
1.172830389030079079e+00,1.559876292200292003e+00
1.171617490672012263e+00,1.561008332315990899e+00
1.170396151627409287e+00,1.562147337553084325e+00
1.169165656217936444e+00,1.563293904026242576e+00
1.167926878855844786e+00,1.564447255520152291e+00
1.166679672865264195e+00,1.565607372922812157e+00
1.165424161749884391e+00,1.566774196231127458e+00
1.164160606823968713e+00,1.567947588772557799e+00
1.162889022986468790e+00,1.569127555052397094e+00
1.161609652096294854e+00,1.570314093394923560e+00
1.160322278382386108e+00,1.571507317030293782e+00
1.159027318722690270e+00,1.572706797558554470e+00
1.157724363346745333e+00,1.573912817242206108e+00
1.156413261287872363e+00,1.575125601936920861e+00
1.155094189834476648e+00,1.576345265287389052e+00
1.153766550485850528e+00,1.577572482382398888e+00
1.152430290448779981e+00,1.578807070035139093e+00
1.151086215454644623e+00,1.580048204611163243e+00
1.149734412848054887e+00,1.581295754264685938e+00
1.148375160932670669e+00,1.582549655025792257e+00
1.147008699750722949e+00,1.583809932354085515e+00
1.145633996118307074e+00,1.585077486496382582e+00
1.144251799987553886e+00,1.586351715784058092e+00
1.142862453030106806e+00,1.587632135412198719e+00
1.141465791106675232e+00,1.588918899812639118e+00
1.140061516027602195e+00,1.590212310645784388e+00
1.138649116149464291e+00,1.591512973198423442e+00
1.137228689424639505e+00,1.592820996026628411e+00
1.135800336675107269e+00,1.594136202293117144e+00
1.134364298352776412e+00,1.595458299504712407e+00
1.132920572376957313e+00,1.596787444618188223e+00
1.131469961608525088e+00,1.598123034591238723e+00
1.130012456285745204e+00,1.599465044484619458e+00
1.128548213320659466e+00,1.600813557737562842e+00
1.127077556200791975e+00,1.602168174069399376e+00
1.125600551451532816e+00,1.603528648001159462e+00
1.124117982960171735e+00,1.604894134568699560e+00
1.122630178235880738e+00,1.606264335324285808e+00
1.121136398086974184e+00,1.607639971269640755e+00
1.119636103792583715e+00,1.609021675301073317e+00
1.118130945308830393e+00,1.610408018165977673e+00
1.116621447076957097e+00,1.611798388153257600e+00
1.115107750911187967e+00,1.613192965506332399e+00
1.113590200688528986e+00,1.614591510263599039e+00
1.112068135768046195e+00,1.615994481372494018e+00
1.110542091965439848e+00,1.617401657608605658e+00
1.109011756962470008e+00,1.618813171097483350e+00
1.107477988934436608e+00,1.620228070431736667e+00
1.105940661292681648e+00,1.621646783990029261e+00
1.104399434421557080e+00,1.623069767520125106e+00
1.102854549285748886e+00,1.624496766188439967e+00
1.101305697156327312e+00,1.625928015281243644e+00
1.099753453461979946e+00,1.627363010808899890e+00
1.098198312753076333e+00,1.628801472554566088e+00
1.096640549451022517e+00,1.630243189749571275e+00
1.095080483366320578e+00,1.631687933918630984e+00
1.093517843872249040e+00,1.633135754973101150e+00
1.091952531094845247e+00,1.634586759459293770e+00
1.090385419167074321e+00,1.636040494370737175e+00
1.088816839922403190e+00,1.637496665725581169e+00
1.087246332991166797e+00,1.638955705251658568e+00
1.085673558551191187e+00,1.640417994565544157e+00
1.084098457084531564e+00,1.641883541286007109e+00
1.082522295882627272e+00,1.643351500475475291e+00
1.080944728062460003e+00,1.644822153938108489e+00
1.079366066754846365e+00,1.646294863642923989e+00
1.077787677059007132e+00,1.647768524209314078e+00
1.076209354082258152e+00,1.649243390494511852e+00
1.074631019173545310e+00,1.650719576622635243e+00
1.073052379850268911e+00,1.652197265170495255e+00
1.071473223133476260e+00,1.653676714984108065e+00
1.069894070106346406e+00,1.655157585131966425e+00
1.068315636031678784e+00,1.656639314845175459e+00
1.066738250244109176e+00,1.658121775187140212e+00
1.065162429800839528e+00,1.659604509848747744e+00
1.063588713382707773e+00,1.661087046865778794e+00
1.062016339615875271e+00,1.662569992511015116e+00
1.060445996067278074e+00,1.664052917267057285e+00
1.058878915040131874e+00,1.665534815174231964e+00
1.057315200536327549e+00,1.667015610959407645e+00
1.055754575255099192e+00,1.668495579625164371e+00
1.054198120413157636e+00,1.669973801089191356e+00
1.052646042763176082e+00,1.671450276694515402e+00
1.051097554800784595e+00,1.672925591314609939e+00
1.049554176946609685e+00,1.674398201477176995e+00
1.048015877942959806e+00,1.675868065869181578e+00
1.046482414576112019e+00,1.677335802375445883e+00
1.044954353645019651e+00,1.678800912319337924e+00
1.043432031794435222e+00,1.680263184945154142e+00
1.041915577625149636e+00,1.681722850368196243e+00
1.040405176820405231e+00,1.683179312654745852e+00
1.038900876316536381e+00,1.684632483026597960e+00
1.037402519770689979e+00,1.686083006883680513e+00
1.035910587326180021e+00,1.687530422430801647e+00
1.034425415183728214e+00,1.688974255085132992e+00
1.032947232271977045e+00,1.690414456876357718e+00
1.031476243817149419e+00,1.691850894389485216e+00
1.030013250514667966e+00,1.693282812181785557e+00
1.028558412024541679e+00,1.694710037030830785e+00
1.027112304116106545e+00,1.696132212417680307e+00
1.025675552413211511e+00,1.697548791901300813e+00
1.024247320906230829e+00,1.698960438632309389e+00
1.022828890706747984e+00,1.700366272109520738e+00
1.021420725117796691e+00,1.701765832610595774e+00
1.020022606267076304e+00,1.703159356869249574e+00
1.018634725404928165e+00,1.704546803602702276e+00
1.017257522934564395e+00,1.705927624583944535e+00
1.015891680610482739e+00,1.707301280735475046e+00
1.014537239976977867e+00,1.708667788117266939e+00
1.013194881916155587e+00,1.710026685443900796e+00
1.011865309089509113e+00,1.711377715789177634e+00
1.010548415123850630e+00,1.712721142064480562e+00
1.009243815425959312e+00,1.714057040275724475e+00
1.007952021620612593e+00,1.715385005246147454e+00
1.006673950991706423e+00,1.716704498719773042e+00
1.005409511418241753e+00,1.718015378107940805e+00
1.004159199959494098e+00,1.719317173499849805e+00
1.002923015327622513e+00,1.720609922821755511e+00
1.001701231922104585e+00,1.721893424245151794e+00
1.000494395990924046e+00,1.723167222604747195e+00
9.993033955652048661e-01,1.724430736768731265e+00
9.981289903489219961e-01,1.725683472294218035e+00
9.969712168913884565e-01,1.726925085443560048e+00
9.958296829481094736e-01,1.728155926647416907e+00
9.947040435633023314e-01,1.729376307488015296e+00
9.935956017942094709e-01,1.730585377146343307e+00
9.925044574053674129e-01,1.731783289874565979e+00
9.914300287453147176e-01,1.732970493963228664e+00
9.903737514653450091e-01,1.734145577721835751e+00
9.893360418928796030e-01,1.735308123738031227e+00
9.883171671871683328e-01,1.736458130232086061e+00
9.873177625380544775e-01,1.737595049227837141e+00
9.863387841910987719e-01,1.738718226733319661e+00
9.853794041171257678e-01,1.739828333559985118e+00
9.844391100302345432e-01,1.740925638456747748e+00
9.835192008916632256e-01,1.742009073342576597e+00
9.826195695282254894e-01,1.743078768978417736e+00
9.817400863425164159e-01,1.744135186715498831e+00
9.808810931622269358e-01,1.745177841978807098e+00
9.800435818191336468e-01,1.746205940112710797e+00
9.792275971190836925e-01,1.747219574598469771e+00
9.784330194867424391e-01,1.748218672433991649e+00
9.776602009968573537e-01,1.749203304179075991e+00
9.769087625591683643e-01,1.750173867234523284e+00
9.761799131438224641e-01,1.751128956896476740e+00
9.754736531802458144e-01,1.752068551464876611e+00
9.747901916689095669e-01,1.752992849228352412e+00
9.741290352329970981e-01,1.753902325442449728e+00
9.734904210347004039e-01,1.754796782939127553e+00
9.728754250034035156e-01,1.755675338714317579e+00
9.722837895219902382e-01,1.756538080313489125e+00
9.717161873364791314e-01,1.757384575482507039e+00
9.711725037244341996e-01,1.758214837567425137e+00
9.706534480219964900e-01,1.759028226234737202e+00
9.701593708736574451e-01,1.759824462339772966e+00
9.696903779617155328e-01,1.760603599627484916e+00
9.692469824381628740e-01,1.761364962768641851e+00
9.688286045990733841e-01,1.762109012213703529e+00
9.684351202604397635e-01,1.762836026482541341e+00
9.680668642221482711e-01,1.763545653703787908e+00
9.677241917937289273e-01,1.764237676899835572e+00
9.674068233129309302e-01,1.764912439618891993e+00
9.671150988392032133e-01,1.765569792386433745e+00
9.668492278031874942e-01,1.766209595006349442e+00
9.666097940180948811e-01,1.766831422701732990e+00
9.663963698529333124e-01,1.767435376941574710e+00
9.662080098705878584e-01,1.768022140277422771e+00
9.660455606434085185e-01,1.768591014030311159e+00
9.659092655634127222e-01,1.769141679693978952e+00
9.657985273523532754e-01,1.769674988762857781e+00
9.657137660820610536e-01,1.770190532931548821e+00
9.656551240422462934e-01,1.770688193567721669e+00
9.656224376692778000e-01,1.771168123382028448e+00
9.656160312285457792e-01,1.771629920209645492e+00
9.656362611353421777e-01,1.772073301325480132e+00
9.656826152516548856e-01,1.772498618399720893e+00
9.657544583117451120e-01,1.772906540637897654e+00
9.658517797612892197e-01,1.773297188456427032e+00
9.659741128612396865e-01,1.773670989964758471e+00
9.661219036303553276e-01,1.774027616636260740e+00
9.662959664093148104e-01,1.774366325406757872e+00
9.664950811699996036e-01,1.774688084621547146e+00
9.667192709816070373e-01,1.774993034169879857e+00
9.669690833043671496e-01,1.775280652338645959e+00
9.672439925323766952e-01,1.775551012948102914e+00
9.675426378428567675e-01,1.775805236276516652e+00
9.678655013205436086e-01,1.776043069242969175e+00
9.682134676288174369e-01,1.776263805818829811e+00
9.685864818769660545e-01,1.776467623782618688e+00
9.689841142525092987e-01,1.776654554776827322e+00
9.694063966263949395e-01,1.776824500530189921e+00
9.698531692308323127e-01,1.776977768586857964e+00
9.703241683119545602e-01,1.777114444478939737e+00
9.708194881442331337e-01,1.777234390799314445e+00
9.713394891422667543e-01,1.777337508077902140e+00
9.718834625630342616e-01,1.777424193510549699e+00
9.724511951734829962e-01,1.777494477444073961e+00
9.730425321913950265e-01,1.777548545901773025e+00
9.736573895024843717e-01,1.777586337178653553e+00
9.742956599071724844e-01,1.777607907084083116e+00
9.749562374221917294e-01,1.777614153851630574e+00
9.756384084915897814e-01,1.777605679382132653e+00
9.763422410053447242e-01,1.777582477808682393e+00
9.770680384170714605e-01,1.777544349568831006e+00
9.778151103101900832e-01,1.777491603451391455e+00
9.785823893111514904e-01,1.777424885539449440e+00
9.793709142119744193e-01,1.777343715997763640e+00
9.801803529370622936e-01,1.777248445732968696e+00
9.810095427323426431e-01,1.777139919583175853e+00
9.818580117410212749e-01,1.777018475513553852e+00
9.827261290265951743e-01,1.776883803236950055e+00
9.836128253110335562e-01,1.776736636458638330e+00
9.845181221444639919e-01,1.776576943252410112e+00
9.854432229499805462e-01,1.776403627669416618e+00
9.863867496349668640e-01,1.776217536572784583e+00
9.873485165357404059e-01,1.776018927070628584e+00
9.883285084448149016e-01,1.775807687934036094e+00
9.893263909192581140e-01,1.775584141033944130e+00
9.903420092590736745e-01,1.775348551629257976e+00
9.913743044305121099e-01,1.775101480003252963e+00
9.924226880511441973e-01,1.774843312543514129e+00
9.934868868881429060e-01,1.774574332060163684e+00
9.945668473684888822e-01,1.774294607434672599e+00
9.956623695672690566e-01,1.774004341961494591e+00
9.967730269537717902e-01,1.773703828971687546e+00
9.978985299217334459e-01,1.773393082823035760e+00
9.990387047655248098e-01,1.773072057894232501e+00
1.000193349395487097e+00,1.772741228023170246e+00
1.001361486712744941e+00,1.772401235735368452e+00
1.002544128907112864e+00,1.772051067114087886e+00
1.003740879833592503e+00,1.771690684233299118e+00
1.004950547341117995e+00,1.771320792115876008e+00
1.006172947226455561e+00,1.770941563620133108e+00
1.007407628485379236e+00,1.770553108234547368e+00
1.008655066256490818e+00,1.770155409262695656e+00
1.009914737949107355e+00,1.769748831097902597e+00
1.011186471447764967e+00,1.769333241654461819e+00
1.012469874187883701e+00,1.768909262949105443e+00
1.013763431018308570e+00,1.768478056031299595e+00
1.015067373319179289e+00,1.768039337865711103e+00
1.016380745434861232e+00,1.767593651999828763e+00
1.017703173169956843e+00,1.767141387420789078e+00
1.019034631206356512e+00,1.766682583226808712e+00
1.020374350603690417e+00,1.766217775044423677e+00
1.021722635579743521e+00,1.765746776216213565e+00
1.023079370648546593e+00,1.765269451585461447e+00
1.024444072805712702e+00,1.764786012144913707e+00
1.025816059690379145e+00,1.764296763918562938e+00
1.027195120621830604e+00,1.763801942138375933e+00
1.028580525460777162e+00,1.763302307406295233e+00
1.029972031172599722e+00,1.762797877822493309e+00
1.031369427362043734e+00,1.762288415052830182e+00
